dbkey,hastargetcl,simscore,caplettersworddif,urlsim,onlycaplettersdif,category,hastargettag,nwordstarget,nersimilarity,hastargetnumber,same,langdif,hassourcenumber,numbersim,hastargetemail,hastargetnameentity,hassourceemail,hastargetpunctuation,cgscore,tagsim,hassourcenameentity,emailsim,hastargeturl,hassourcecl,hassourcetag,hassourcepunctuation,punctsim,nwordssource,hassourceurl
118-118,0.0,0.98,0.0,1.0,0.0,1,0.0,192,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,184,0.0
119-119,1.0,0.56,0.0,1.0,0.0,1,0.0,134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.72,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,108,0.0
120-120,1.0,0.82,0.1,1.0,0.0,1,0.0,71,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.61,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,59,0.0
121-121,1.0,0.73,0.0,1.0,0.0,1,0.0,123,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,118,0.0
122-122,1.0,0.85,0.0,1.0,0.0,1,0.0,140,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,134,0.0
123-123,0.0,0.37,0.0,1.0,0.0,1,0.0,43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41,0.0
124-124,1.0,1.0,0.0,1.0,0.0,1,0.0,35,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,30,0.0
125-125,1.0,0.81,0.0,1.0,0.0,1,0.0,161,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.85,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,133,0.0
126-126,1.0,1.0,0.0,1.0,0.0,1,0.0,45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,46,0.0
127-127,1.0,0.62,0.0,1.0,0.0,1,0.0,52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,51,0.0
128-128,1.0,0.29,0.0,1.0,0.0,1,0.0,30,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,28,0.0
129-129,1.0,0.81,0.0,1.0,0.0,1,0.0,95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,95,0.0
130-130,1.0,0.85,0.0833333333333,1.0,0.0,1,0.0,62,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,57,0.0
131-131,1.0,0.56,0.0,1.0,0.0,1,0.0,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,78,0.0
132-132,1.0,0.19,0.0,1.0,0.0,1,0.0,18,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,0.0
133-133,1.0,1.0,0.0,1.0,0.0,1,0.0,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,45,0.0
134-134,1.0,0.61,0.0,1.0,0.0,1,0.0,96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,105,0.0
135-135,1.0,0.82,0.25,1.0,0.222222222222,1,0.0,48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.76,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,33,0.0
136-136,1.0,0.96,0.0,1.0,0.0,1,0.0,87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,87,0.0
137-137,1.0,0.78,0.0,1.0,0.0,1,0.0,103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,104,0.0
138-138,1.0,0.76,0.0,1.0,0.0,1,0.0,127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,132,0.0
139-139,1.0,0.88,0.0,1.0,0.0,1,0.0,115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,100,0.0
140-140,1.0,1.0,0.0,1.0,0.0,1,0.0,25,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0
141-141,1.0,1.0,0.0,1.0,0.0,1,0.0,121,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,114,0.0
142-142,1.0,0.69,0.0,1.0,0.0,1,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,130,0.0
143-143,1.0,0.5,0.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,39,0.0
144-144,1.0,0.78,0.0,1.0,0.0,1,0.0,81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,72,0.0
145-145,0.0,0.86,0.0,1.0,0.0,1,0.0,40,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22,0.0
146-146,1.0,0.67,0.0,1.0,0.0,1,0.0,17,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,16,0.0
147-147,1.0,0.62,0.0,1.0,0.0,1,0.0,62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.49,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,52,0.0
148-148,1.0,0.83,0.0,1.0,0.0,1,0.0,79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,80,0.0
149-149,1.0,0.49,0.0,1.0,0.0,1,0.0,98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.78,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,81,0.0
150-150,0.0,1.0,0.0,1.0,0.0,1,0.0,43,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,36,0.0
151-151,1.0,0.77,0.25,1.0,0.0,1,0.0,52,0.707106781187,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,41,0.0
152-152,1.0,0.53,0.0625,1.0,0.0625,1,0.0,55,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,49,0.0
153-153,1.0,0.83,0.0,1.0,0.0,1,0.0,113,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.56,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,96,0.0
154-154,1.0,0.7,0.0,1.0,0.0,1,0.0,177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,141,0.0
155-155,1.0,0.65,0.0,1.0,0.0,1,0.0,95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,97,0.0
156-156,1.0,0.67,0.0,1.0,0.0,1,0.0,166,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,144,0.0
157-157,1.0,0.84,0.0,1.0,0.5,1,0.0,220,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,211,0.0
158-158,1.0,0.67,0.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,46,0.0
159-159,1.0,0.8,0.0,1.0,0.0,1,0.0,33,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,28,0.0
160-160,1.0,0.69,0.0,1.0,0.0,1,0.0,93,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,101,0.0
161-161,1.0,0.57,0.0,1.0,0.0,1,0.0,193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.59,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,168,0.0
162-162,1.0,0.82,0.0833333333333,1.0,0.0,1,0.0,54,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,49,0.0
163-163,1.0,0.8,0.0,1.0,0.0,1,0.0,133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,128,0.0
164-164,1.0,0.92,0.0,1.0,0.0,1,0.0,81,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,73,0.0
165-165,1.0,0.84,0.0,1.0,0.0,1,0.0,235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,228,0.0
166-166,1.0,0.85,0.0833333333333,1.0,0.0,1,0.0,62,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.82,56,0.0
167-167,1.0,1.0,0.0,1.0,0.0,1,0.0,27,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,26,0.0
168-168,1.0,0.5,0.0,1.0,0.0,1,0.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0
169-169,1.0,0.53,0.0,1.0,0.0,1,0.0,45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,0.0
170-170,1.0,0.29,0.0,1.0,0.0,1,0.0,56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,48,0.0
171-171,1.0,0.61,0.0,1.0,0.0,1,0.0,151,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,144,0.0
172-172,1.0,0.75,0.0,1.0,0.0,1,0.0,91,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.59,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,77,0.0
173-173,1.0,0.88,0.0,1.0,0.0,1,0.0,138,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.33,130,0.0
174-174,1.0,0.7,0.0,1.0,0.0,1,0.0,138,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.82,107,0.0
175-175,1.0,0.46,0.4,1.0,0.0,1,0.0,44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,48,0.0
176-176,1.0,0.8,0.0,1.0,0.0,1,0.0,72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,66,0.0
177-177,1.0,0.86,0.0,1.0,0.0,1,0.0,40,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,45,0.0
178-178,1.0,0.72,0.0,1.0,0.0,1,0.0,183,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.83,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,152,0.0
179-179,1.0,0.81,0.0,1.0,0.0,1,0.0,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,97,0.0
180-180,1.0,0.72,0.0,1.0,0.0,1,0.0,155,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,153,0.0
181-181,1.0,0.77,0.0,1.0,0.0,1,0.0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,154,0.0
182-182,1.0,1.0,0.0,1.0,0.0,1,0.0,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,36,0.0
183-183,1.0,0.8,0.0,1.0,0.0,1,0.0,33,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,31,0.0
184-184,1.0,0.92,0.25,1.0,0.0,1,0.0,131,0.707106781187,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.49,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,116,0.0
185-185,1.0,0.69,0.0,1.0,0.0,1,0.0,107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,96,0.0
186-186,1.0,0.83,0.0833333333333,1.0,0.0,1,0.0,58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,53,0.0
187-187,1.0,1.0,0.0,1.0,0.0,1,0.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,40,0.0
188-188,0.0,0.75,0.0,1.0,0.0,1,0.0,24,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,0.0
189-189,1.0,0.78,0.0,1.0,0.0,1,0.0,44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.32,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,39,0.0
190-190,1.0,0.62,0.0,1.0,0.0,1,0.0,104,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,98,0.0
191-191,1.0,0.83,0.0,1.0,0.0,1,0.0,22,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,0.0
192-192,1.0,0.68,0.0,1.0,0.0,1,0.0,133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.44,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,119,0.0
193-193,1.0,0.91,0.0,1.0,0.0,1,0.0,42,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.68,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,0.0
194-194,1.0,0.75,0.0,1.0,0.0,1,0.0,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,70,0.0
195-195,1.0,0.43,0.0,1.0,0.0,1,0.0,109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,71,0.0
196-196,1.0,0.79,0.0,1.0,0.0,1,0.0,149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,140,0.0
197-197,1.0,0.72,0.0,1.0,0.0,1,0.0,216,0.666666666667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,212,0.0
198-198,1.0,0.83,0.25,1.0,0.0,1,0.0,77,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,70,0.0
199-199,1.0,0.77,0.0,1.0,0.0,1,0.0,82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,73,0.0
200-200,1.0,0.95,0.0,1.0,0.0,1,0.0,74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,68,0.0
201-201,1.0,0.85,0.0,1.0,0.0,1,0.0,183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,175,0.0
202-202,1.0,0.52,0.0,1.0,0.0,1,0.0,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,20,0.0
203-203,1.0,0.28,0.0,1.0,0.0,1,0.0,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,64,0.0
204-204,1.0,0.85,0.0,1.0,0.0,1,0.0,166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.85,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,137,0.0
205-205,1.0,0.74,0.0,1.0,0.0,1,0.0,116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,82,0.0
206-206,1.0,0.92,0.0,1.0,0.0,1,0.0,128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,125,0.0
207-207,1.0,0.75,0.0,1.0,0.0,1,0.0,120,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,121,0.0
208-208,1.0,0.7,0.0,1.0,0.0,1,0.0,59,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,57,0.0
209-209,1.0,0.64,0.0,1.0,0.0,1,0.0,115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,114,0.0
210-210,1.0,0.52,0.0,1.0,0.0,1,0.0,152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.81,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,126,0.0
211-211,1.0,0.69,0.0,1.0,0.0,1,0.0,99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.47,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,87,0.0
212-212,1.0,0.78,0.166666666667,1.0,0.25,1,0.0,86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,75,0.0
213-213,1.0,0.74,0.0,1.0,0.0,1,0.0,113,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,112,0.0
214-214,1.0,0.74,0.0,1.0,0.0,1,0.0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.74,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,129,0.0
215-215,1.0,0.82,0.0,1.0,0.0,1,0.0,157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.01,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,124,0.0
216-216,1.0,0.93,0.1,1.0,0.0,1,0.0,158,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,146,0.0
217-217,1.0,0.64,0.0,1.0,0.0,1,0.0,195,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.31,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,173,0.0
218-218,1.0,0.95,0.0,1.0,0.0,1,0.0,53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,49,0.0
219-219,1.0,0.74,0.0,1.0,0.0,1,0.0,103,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,92,0.0
220-220,1.0,0.78,0.0,1.0,0.0,1,0.0,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.41,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,61,0.0
221-221,1.0,0.53,0.0,1.0,0.0,1,0.0,166,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,165,0.0
222-222,1.0,0.71,0.0625,1.0,0.0625,1,0.0,51,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,45,0.0
223-223,0.0,1.0,0.0,1.0,0.0,1,0.0,10,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,0.0
224-224,1.0,0.71,0.0,1.0,0.0,1,0.0,97,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,87,0.0
225-225,1.0,0.9,0.0,1.0,0.0,1,0.0,79,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,74,0.0
226-226,1.0,0.78,0.0,1.0,0.0,1,0.0,75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.51,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,89,0.0
227-227,1.0,1.0,0.0,1.0,0.0,1,0.0,14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,16,0.0
228-228,1.0,0.84,0.0,1.0,0.0,1,0.0,118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.57,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,98,0.0
229-229,1.0,0.96,0.0,1.0,0.0,1,0.0,91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.49,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,80,0.0
230-230,1.0,0.76,0.0,1.0,0.0,1,0.0,81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,84,0.0
231-231,1.0,0.69,0.0,1.0,0.0,1,0.0,161,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.03,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,162,0.0
232-232,1.0,1.0,0.0,1.0,0.0,1,0.0,37,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.07,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,36,0.0
233-233,1.0,0.67,0.25,1.0,0.0,1,0.0,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0
234-234,1.0,0.6,0.0,1.0,0.0,1,0.0,123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,110,0.0
235-235,1.0,0.67,0.0,1.0,0.0,1,0.0,120,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,93,0.0
236-236,1.0,0.94,0.5,1.0,0.5,1,0.0,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16,0.0
237-237,1.0,0.27,0.0,1.0,0.0,1,0.0,46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,0.0
